symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
GLD,2004-12-22 00:00:00+00:00,44.02,44.23,43.89,44.2,2706800,44.02,44.23,43.89,44.2,2706800,0.0,1.0
GLD,2004-12-23 00:00:00+00:00,44.27,44.35,44.05,44.17,639800,44.27,44.35,44.05,44.17,639800,0.0,1.0
GLD,2004-12-27 00:00:00+00:00,44.48,44.56,44.27,44.29,2643700,44.48,44.56,44.27,44.29,2643700,0.0,1.0
GLD,2004-12-28 00:00:00+00:00,44.37,44.47,44.29,44.42,773200,44.37,44.47,44.29,44.42,773200,0.0,1.0
GLD,2004-12-29 00:00:00+00:00,43.66,44.02,43.35,43.92,5633500,43.66,44.02,43.35,43.92,5633500,0.0,1.0
GLD,2004-12-30 00:00:00+00:00,43.83,43.88,43.49,43.5,1289700,43.83,43.88,43.49,43.5,1289700,0.0,1.0
GLD,2004-12-31 00:00:00+00:00,43.8,43.94,43.73,43.85,531600,43.8,43.94,43.73,43.85,531600,0.0,1.0
GLD,2005-01-03 00:00:00+00:00,43.02,43.17,42.74,42.98,4750500,43.02,43.17,42.74,42.98,4750500,0.0,1.0
GLD,2005-01-04 00:00:00+00:00,42.74,42.91,42.46,42.8,3456800,42.74,42.91,42.46,42.8,3456800,0.0,1.0
GLD,2005-01-05 00:00:00+00:00,42.67,42.88,42.6,42.75,2108700,42.67,42.88,42.6,42.75,2108700,0.0,1.0
GLD,2005-01-06 00:00:00+00:00,42.15,42.56,42.07,42.48,2556400,42.15,42.56,42.07,42.48,2556400,0.0,1.0
GLD,2005-01-07 00:00:00+00:00,41.84,42.39,41.7,42.09,4492700,41.84,42.39,41.7,42.09,4492700,0.0,1.0
GLD,2005-01-10 00:00:00+00:00,41.95,42.07,41.89,41.99,1026100,41.95,42.07,41.89,41.99,1026100,0.0,1.0
GLD,2005-01-11 00:00:00+00:00,42.21,42.28,42.12,42.21,1507300,42.21,42.28,42.12,42.21,1507300,0.0,1.0
GLD,2005-01-12 00:00:00+00:00,42.6,42.79,42.48,42.52,1738000,42.6,42.79,42.48,42.52,1738000,0.0,1.0
GLD,2005-01-13 00:00:00+00:00,42.6,42.6,42.34,42.39,718300,42.6,42.6,42.34,42.39,718300,0.0,1.0
GLD,2005-01-14 00:00:00+00:00,42.32,42.32,42.13,42.19,1262300,42.32,42.32,42.13,42.19,1262300,0.0,1.0
GLD,2005-01-18 00:00:00+00:00,42.32,42.38,42.15,42.22,666800,42.32,42.38,42.15,42.22,666800,0.0,1.0
GLD,2005-01-19 00:00:00+00:00,42.26,42.65,42.2,42.65,1578900,42.26,42.65,42.2,42.65,1578900,0.0,1.0
GLD,2005-01-20 00:00:00+00:00,42.25,42.32,42.11,42.12,1276200,42.25,42.32,42.11,42.12,1276200,0.0,1.0
GLD,2005-01-21 00:00:00+00:00,42.74,42.82,42.29,42.32,889800,42.74,42.82,42.29,42.32,889800,0.0,1.0
GLD,2005-01-24 00:00:00+00:00,42.77,42.82,42.67,42.74,2294900,42.77,42.82,42.67,42.74,2294900,0.0,1.0
GLD,2005-01-25 00:00:00+00:00,42.24,42.56,42.1,42.53,1332500,42.24,42.56,42.1,42.53,1332500,0.0,1.0
GLD,2005-01-26 00:00:00+00:00,42.69,42.78,42.56,42.59,541800,42.69,42.78,42.56,42.59,541800,0.0,1.0
GLD,2005-01-27 00:00:00+00:00,42.62,42.65,42.4,42.48,571200,42.62,42.65,42.4,42.48,571200,0.0,1.0
GLD,2005-01-28 00:00:00+00:00,42.69,42.73,42.43,42.71,1149100,42.69,42.73,42.43,42.71,1149100,0.0,1.0
GLD,2005-01-31 00:00:00+00:00,42.22,42.3,41.96,42.21,1692400,42.22,42.3,41.96,42.21,1692400,0.0,1.0
GLD,2005-02-01 00:00:00+00:00,42.1,42.14,41.95,42.09,1088900,42.1,42.14,41.95,42.09,1088900,0.0,1.0
GLD,2005-02-02 00:00:00+00:00,42.16,42.23,42.02,42.22,956500,42.16,42.23,42.02,42.22,956500,0.0,1.0
GLD,2005-02-03 00:00:00+00:00,41.68,41.74,41.5,41.56,2446400,41.68,41.74,41.5,41.56,2446400,0.0,1.0
GLD,2005-02-04 00:00:00+00:00,41.47,41.65,41.39,41.59,1819400,41.47,41.65,41.39,41.59,1819400,0.0,1.0
GLD,2005-02-07 00:00:00+00:00,41.27,41.55,41.21,41.55,1754000,41.27,41.55,41.21,41.55,1754000,0.0,1.0
GLD,2005-02-08 00:00:00+00:00,41.26,41.4,41.05,41.19,1296800,41.26,41.4,41.05,41.19,1296800,0.0,1.0
GLD,2005-02-09 00:00:00+00:00,41.31,41.36,41.02,41.03,3477900,41.31,41.36,41.02,41.03,3477900,0.0,1.0
GLD,2005-02-10 00:00:00+00:00,41.75,41.84,41.45,41.53,7774500,41.75,41.84,41.45,41.53,7774500,0.0,1.0
GLD,2005-02-11 00:00:00+00:00,42.08,42.16,41.83,41.89,1896500,42.08,42.16,41.83,41.89,1896500,0.0,1.0
GLD,2005-02-14 00:00:00+00:00,42.55,42.63,42.32,42.37,2351800,42.55,42.63,42.32,42.37,2351800,0.0,1.0
GLD,2005-02-15 00:00:00+00:00,42.58,42.6,42.34,42.4,1559900,42.58,42.6,42.34,42.4,1559900,0.0,1.0
GLD,2005-02-16 00:00:00+00:00,42.52,42.6,42.2,42.32,1820300,42.52,42.6,42.2,42.32,1820300,0.0,1.0
GLD,2005-02-17 00:00:00+00:00,42.73,42.81,42.51,42.52,3054200,42.73,42.81,42.51,42.52,3054200,0.0,1.0
GLD,2005-02-18 00:00:00+00:00,42.75,42.82,42.64,42.71,863200,42.75,42.82,42.64,42.71,863200,0.0,1.0
GLD,2005-02-22 00:00:00+00:00,43.57,43.63,43.2,43.39,3378500,43.57,43.63,43.2,43.39,3378500,0.0,1.0
GLD,2005-02-23 00:00:00+00:00,43.42,43.55,43.15,43.29,1534900,43.42,43.55,43.15,43.29,1534900,0.0,1.0
GLD,2005-02-24 00:00:00+00:00,43.33,43.48,43.2,43.48,1219300,43.33,43.48,43.2,43.48,1219300,0.0,1.0
GLD,2005-02-25 00:00:00+00:00,43.5,43.55,43.22,43.41,1100100,43.5,43.55,43.22,43.41,1100100,0.0,1.0
GLD,2005-02-28 00:00:00+00:00,43.52,43.74,43.52,43.68,759100,43.52,43.74,43.52,43.68,759100,0.0,1.0
GLD,2005-03-01 00:00:00+00:00,43.22,43.37,43.1,43.3,3245500,43.22,43.37,43.1,43.3,3245500,0.0,1.0
GLD,2005-03-02 00:00:00+00:00,43.25,43.35,43.08,43.16,1188000,43.25,43.35,43.08,43.16,1188000,0.0,1.0
GLD,2005-03-03 00:00:00+00:00,42.97,43.13,42.9,43.06,1924600,42.97,43.13,42.9,43.06,1924600,0.0,1.0
GLD,2005-03-04 00:00:00+00:00,43.38,43.52,43.31,43.33,915000,43.38,43.52,43.31,43.33,915000,0.0,1.0
GLD,2005-03-07 00:00:00+00:00,43.47,43.51,43.26,43.32,1290100,43.47,43.51,43.26,43.32,1290100,0.0,1.0
GLD,2005-03-08 00:00:00+00:00,44.03,44.08,43.59,43.71,2674900,44.03,44.08,43.59,43.71,2674900,0.0,1.0
GLD,2005-03-09 00:00:00+00:00,44.02,44.2,43.92,43.95,3025000,44.02,44.2,43.92,43.95,3025000,0.0,1.0
GLD,2005-03-10 00:00:00+00:00,44.2,44.25,44.0,44.16,2065000,44.2,44.25,44.0,44.16,2065000,0.0,1.0
GLD,2005-03-11 00:00:00+00:00,44.43,44.67,44.28,44.31,2659600,44.43,44.67,44.28,44.31,2659600,0.0,1.0
GLD,2005-03-14 00:00:00+00:00,44.03,44.26,43.95,44.26,867100,44.03,44.26,43.95,44.26,867100,0.0,1.0
GLD,2005-03-15 00:00:00+00:00,44.06,44.23,43.93,44.23,1254900,44.06,44.23,43.93,44.23,1254900,0.0,1.0
GLD,2005-03-16 00:00:00+00:00,44.31,44.35,44.2,44.29,2223300,44.31,44.35,44.2,44.29,2223300,0.0,1.0
GLD,2005-03-17 00:00:00+00:00,43.82,43.97,43.674,43.97,1525200,43.82,43.97,43.674,43.97,1525200,0.0,1.0
GLD,2005-03-18 00:00:00+00:00,43.892,43.95,43.6,43.61,1207500,43.892,43.95,43.6,43.61,1207500,0.0,1.0
GLD,2005-03-21 00:00:00+00:00,43.09,43.25,42.87,43.24,3814400,43.09,43.25,42.87,43.24,3814400,0.0,1.0
GLD,2005-03-22 00:00:00+00:00,42.65,43.22,42.55,43.21,2609400,42.65,43.22,42.55,43.21,2609400,0.0,1.0
GLD,2005-03-23 00:00:00+00:00,42.42,42.67,42.35,42.6,2618600,42.42,42.67,42.35,42.6,2618600,0.0,1.0
GLD,2005-03-24 00:00:00+00:00,42.39,42.54,42.37,42.51,1466400,42.39,42.54,42.37,42.51,1466400,0.0,1.0
GLD,2005-03-28 00:00:00+00:00,42.54,42.58,42.41,42.45,581100,42.54,42.58,42.41,42.45,581100,0.0,1.0
GLD,2005-03-29 00:00:00+00:00,42.56,42.63,42.54,42.61,1197800,42.56,42.63,42.54,42.61,1197800,0.0,1.0
GLD,2005-03-30 00:00:00+00:00,42.61,42.81,42.56,42.65,1324300,42.61,42.81,42.56,42.65,1324300,0.0,1.0
GLD,2005-03-31 00:00:00+00:00,42.82,42.87,42.7,42.87,1363200,42.82,42.87,42.7,42.87,1363200,0.0,1.0
GLD,2005-04-01 00:00:00+00:00,42.62,42.62,42.45,42.6,2448500,42.62,42.62,42.45,42.6,2448500,0.0,1.0
GLD,2005-04-04 00:00:00+00:00,42.4,42.43,42.23,42.43,1893100,42.4,42.43,42.23,42.43,1893100,0.0,1.0
GLD,2005-04-05 00:00:00+00:00,42.45,42.54,42.38,42.49,888000,42.45,42.54,42.38,42.49,888000,0.0,1.0
GLD,2005-04-06 00:00:00+00:00,42.63,42.72,42.49,42.49,1637500,42.63,42.72,42.49,42.49,1637500,0.0,1.0
GLD,2005-04-07 00:00:00+00:00,42.57,42.81,42.53,42.77,2853000,42.57,42.81,42.53,42.77,2853000,0.0,1.0
GLD,2005-04-08 00:00:00+00:00,42.69,42.71,42.459,42.48,1002300,42.69,42.71,42.459,42.48,1002300,0.0,1.0
GLD,2005-04-11 00:00:00+00:00,42.78,42.96,42.74,42.84,514100,42.78,42.96,42.74,42.84,514100,0.0,1.0
GLD,2005-04-12 00:00:00+00:00,42.84,42.84,42.61,42.7,2098700,42.84,42.84,42.61,42.7,2098700,0.0,1.0
GLD,2005-04-13 00:00:00+00:00,42.9,42.95,42.68,42.76,384000,42.9,42.95,42.68,42.76,384000,0.0,1.0
GLD,2005-04-14 00:00:00+00:00,42.31,42.48,42.16,42.45,3680300,42.31,42.48,42.16,42.45,3680300,0.0,1.0
GLD,2005-04-15 00:00:00+00:00,42.4,42.56,42.36,42.38,1811100,42.4,42.56,42.36,42.38,1811100,0.0,1.0
GLD,2005-04-18 00:00:00+00:00,42.69,42.78,42.52,42.55,909800,42.69,42.78,42.52,42.55,909800,0.0,1.0
GLD,2005-04-19 00:00:00+00:00,43.28,43.36,42.72,42.79,3145400,43.28,43.36,42.72,42.79,3145400,0.0,1.0
GLD,2005-04-20 00:00:00+00:00,43.4,43.52,43.19,43.21,1248200,43.4,43.52,43.19,43.21,1248200,0.0,1.0
GLD,2005-04-21 00:00:00+00:00,43.23,43.42,43.15,43.42,1416400,43.23,43.42,43.15,43.42,1416400,0.0,1.0
GLD,2005-04-22 00:00:00+00:00,43.39,43.5,43.306,43.46,1169000,43.39,43.5,43.306,43.46,1169000,0.0,1.0
GLD,2005-04-25 00:00:00+00:00,43.44,43.45,43.22,43.35,906300,43.44,43.45,43.22,43.35,906300,0.0,1.0
GLD,2005-04-26 00:00:00+00:00,43.64,43.7,43.5,43.69,1531400,43.64,43.7,43.5,43.69,1531400,0.0,1.0
GLD,2005-04-27 00:00:00+00:00,43.2,43.54,43.12,43.53,2762800,43.2,43.54,43.12,43.53,2762800,0.0,1.0
GLD,2005-04-28 00:00:00+00:00,43.0,43.27,42.99,43.16,2260300,43.0,43.27,42.99,43.16,2260300,0.0,1.0
GLD,2005-04-29 00:00:00+00:00,43.35,43.61,43.18,43.18,3736700,43.35,43.61,43.18,43.18,3736700,0.0,1.0
GLD,2005-05-02 00:00:00+00:00,42.88,43.17,42.81,43.13,1708600,42.88,43.17,42.81,43.13,1708600,0.0,1.0
GLD,2005-05-03 00:00:00+00:00,42.76,42.8,42.58,42.75,1268700,42.76,42.8,42.58,42.75,1268700,0.0,1.0
GLD,2005-05-04 00:00:00+00:00,42.9,42.92,42.73,42.87,607600,42.9,42.92,42.73,42.87,607600,0.0,1.0
GLD,2005-05-05 00:00:00+00:00,42.91,42.96,42.71,42.96,319300,42.91,42.96,42.71,42.96,319300,0.0,1.0
GLD,2005-05-06 00:00:00+00:00,42.52,42.63,42.34,42.43,3722700,42.52,42.63,42.34,42.43,3722700,0.0,1.0
GLD,2005-05-09 00:00:00+00:00,42.55,42.61,42.48,42.54,600000,42.55,42.61,42.48,42.54,600000,0.0,1.0
GLD,2005-05-10 00:00:00+00:00,42.64,42.79,42.58,42.71,461000,42.64,42.79,42.58,42.71,461000,0.0,1.0
GLD,2005-05-11 00:00:00+00:00,42.69,42.83,42.51,42.55,764600,42.69,42.83,42.51,42.55,764600,0.0,1.0
GLD,2005-05-12 00:00:00+00:00,42.16,42.48,41.97,42.42,1880200,42.16,42.48,41.97,42.42,1880200,0.0,1.0
GLD,2005-05-13 00:00:00+00:00,41.95,42.12,41.83,42.12,802600,41.95,42.12,41.83,42.12,802600,0.0,1.0
GLD,2005-05-16 00:00:00+00:00,41.88,41.9,41.77,41.77,874500,41.88,41.9,41.77,41.77,874500,0.0,1.0
GLD,2005-05-17 00:00:00+00:00,41.86,42.05,41.83,41.95,880800,41.86,42.05,41.83,41.95,880800,0.0,1.0
GLD,2005-05-18 00:00:00+00:00,42.05,42.11,41.83,41.99,2207100,42.05,42.11,41.83,41.99,2207100,0.0,1.0
GLD,2005-05-19 00:00:00+00:00,41.98,42.05,41.87,42.0,610200,41.98,42.05,41.87,42.0,610200,0.0,1.0
GLD,2005-05-20 00:00:00+00:00,41.65,41.83,41.61,41.76,932800,41.65,41.83,41.61,41.76,932800,0.0,1.0
GLD,2005-05-23 00:00:00+00:00,41.62,41.75,41.55,41.69,5001900,41.62,41.75,41.55,41.69,5001900,0.0,1.0
GLD,2005-05-24 00:00:00+00:00,41.73,41.83,41.65,41.83,1684600,41.73,41.83,41.65,41.83,1684600,0.0,1.0
GLD,2005-05-25 00:00:00+00:00,41.87,41.9,41.69,41.78,1535100,41.87,41.9,41.69,41.78,1535100,0.0,1.0
GLD,2005-05-26 00:00:00+00:00,41.69,41.81,41.65,41.73,341500,41.69,41.81,41.65,41.73,341500,0.0,1.0
GLD,2005-05-27 00:00:00+00:00,41.88,41.96,41.74,41.81,2453600,41.88,41.96,41.74,41.81,2453600,0.0,1.0
GLD,2005-05-31 00:00:00+00:00,41.65,41.69,41.33,41.45,3198900,41.65,41.69,41.33,41.45,3198900,0.0,1.0
GLD,2005-06-01 00:00:00+00:00,41.53,41.65,41.4,41.41,1792900,41.53,41.65,41.4,41.41,1792900,0.0,1.0
GLD,2005-06-02 00:00:00+00:00,42.1,42.28,41.91,41.94,5752600,42.1,42.28,41.91,41.94,5752600,0.0,1.0
GLD,2005-06-03 00:00:00+00:00,42.17,42.39,42.17,42.33,3350700,42.17,42.39,42.17,42.33,3350700,0.0,1.0
GLD,2005-06-06 00:00:00+00:00,42.48,42.65,42.45,42.56,2470800,42.48,42.65,42.45,42.56,2470800,0.0,1.0
GLD,2005-06-07 00:00:00+00:00,42.38,42.48,42.31,42.48,611000,42.38,42.48,42.31,42.48,611000,0.0,1.0
GLD,2005-06-08 00:00:00+00:00,42.34,42.56,42.24,42.45,691500,42.34,42.56,42.24,42.45,691500,0.0,1.0
GLD,2005-06-09 00:00:00+00:00,42.27,42.4,42.03,42.24,694700,42.27,42.4,42.03,42.24,694700,0.0,1.0
GLD,2005-06-10 00:00:00+00:00,42.62,42.72,42.12,42.25,1678000,42.62,42.72,42.12,42.25,1678000,0.0,1.0
GLD,2005-06-13 00:00:00+00:00,42.78,43.01,42.7,42.81,2331600,42.78,43.01,42.7,42.81,2331600,0.0,1.0
GLD,2005-06-14 00:00:00+00:00,42.6,42.7,42.58,42.66,825500,42.6,42.7,42.58,42.66,825500,0.0,1.0
GLD,2005-06-15 00:00:00+00:00,42.74,42.89,42.67,42.69,2311400,42.74,42.89,42.67,42.69,2311400,0.0,1.0
GLD,2005-06-16 00:00:00+00:00,43.46,43.55,43.17,43.3,1809200,43.46,43.55,43.17,43.3,1809200,0.0,1.0
GLD,2005-06-17 00:00:00+00:00,43.63,43.85,43.61,43.78,1816500,43.63,43.85,43.61,43.78,1816500,0.0,1.0
GLD,2005-06-20 00:00:00+00:00,43.66,43.94,43.66,43.94,1433700,43.66,43.94,43.66,43.94,1433700,0.0,1.0
GLD,2005-06-21 00:00:00+00:00,43.81,43.82,43.42,43.58,672600,43.81,43.82,43.42,43.58,672600,0.0,1.0
GLD,2005-06-22 00:00:00+00:00,43.72,43.76,43.53,43.66,1258500,43.72,43.76,43.53,43.66,1258500,0.0,1.0
GLD,2005-06-23 00:00:00+00:00,44.02,44.13,43.78,43.84,1576600,44.02,44.13,43.78,43.84,1576600,0.0,1.0
GLD,2005-06-24 00:00:00+00:00,43.9,44.06,43.68,43.96,473500,43.9,44.06,43.68,43.96,473500,0.0,1.0
GLD,2005-06-27 00:00:00+00:00,43.91,43.93,43.73,43.9,1016600,43.91,43.93,43.73,43.9,1016600,0.0,1.0
GLD,2005-06-28 00:00:00+00:00,43.45,43.64,43.37,43.64,1295600,43.45,43.64,43.37,43.64,1295600,0.0,1.0
GLD,2005-06-29 00:00:00+00:00,43.63,43.7,43.46,43.49,1199800,43.63,43.7,43.46,43.49,1199800,0.0,1.0
GLD,2005-06-30 00:00:00+00:00,43.44,43.77,43.36,43.63,1087500,43.44,43.77,43.36,43.63,1087500,0.0,1.0
GLD,2005-07-01 00:00:00+00:00,42.7,43.4,42.59,43.4,1755500,42.7,43.4,42.59,43.4,1755500,0.0,1.0
GLD,2005-07-05 00:00:00+00:00,42.28,42.34,42.06,42.33,2582700,42.28,42.34,42.06,42.33,2582700,0.0,1.0
GLD,2005-07-06 00:00:00+00:00,42.25,42.38,42.24,42.36,1254600,42.25,42.38,42.24,42.36,1254600,0.0,1.0
GLD,2005-07-07 00:00:00+00:00,42.36,42.56,42.05,42.47,4345200,42.36,42.56,42.05,42.47,4345200,0.0,1.0
GLD,2005-07-08 00:00:00+00:00,42.26,42.4,42.12,42.32,824300,42.26,42.4,42.12,42.32,824300,0.0,1.0
GLD,2005-07-11 00:00:00+00:00,42.54,42.57,42.28,42.33,2252900,42.54,42.57,42.28,42.33,2252900,0.0,1.0
GLD,2005-07-12 00:00:00+00:00,42.64,42.64,42.4,42.61,1274200,42.64,42.64,42.4,42.61,1274200,0.0,1.0
GLD,2005-07-13 00:00:00+00:00,42.35,42.38,42.25,42.35,981300,42.35,42.38,42.25,42.35,981300,0.0,1.0
GLD,2005-07-14 00:00:00+00:00,41.9,42.36,41.8,42.33,1642600,41.9,42.36,41.8,42.33,1642600,0.0,1.0
GLD,2005-07-15 00:00:00+00:00,42.05,42.07,41.7,41.76,1104800,42.05,42.07,41.7,41.76,1104800,0.0,1.0
GLD,2005-07-18 00:00:00+00:00,42.01,42.17,41.94,41.96,956400,42.01,42.17,41.94,41.96,956400,0.0,1.0
GLD,2005-07-19 00:00:00+00:00,41.89,42.0,41.81,41.88,1132600,41.89,42.0,41.81,41.88,1132600,0.0,1.0
GLD,2005-07-20 00:00:00+00:00,42.2,42.25,42.05,42.16,2266800,42.2,42.25,42.05,42.16,2266800,0.0,1.0
GLD,2005-07-21 00:00:00+00:00,42.46,42.51,42.33,42.43,1777300,42.46,42.51,42.33,42.43,1777300,0.0,1.0
GLD,2005-07-22 00:00:00+00:00,42.45,42.48,42.35,42.45,633300,42.45,42.48,42.35,42.45,633300,0.0,1.0
GLD,2005-07-25 00:00:00+00:00,42.51,42.56,42.43,42.46,2122100,42.51,42.56,42.43,42.46,2122100,0.0,1.0
GLD,2005-07-26 00:00:00+00:00,42.25,42.37,42.14,42.28,637000,42.25,42.37,42.14,42.28,637000,0.0,1.0
GLD,2005-07-27 00:00:00+00:00,42.44,42.5,42.3,42.3,1560600,42.44,42.5,42.3,42.3,1560600,0.0,1.0
GLD,2005-07-28 00:00:00+00:00,42.75,42.79,42.46,42.46,3673300,42.75,42.79,42.46,42.46,3673300,0.0,1.0
GLD,2005-07-29 00:00:00+00:00,42.82,42.96,42.79,42.83,1185100,42.82,42.96,42.79,42.83,1185100,0.0,1.0
GLD,2005-08-01 00:00:00+00:00,43.13,43.17,42.99,43.08,1493900,43.13,43.17,42.99,43.08,1493900,0.0,1.0
GLD,2005-08-02 00:00:00+00:00,43.14,43.15,42.99,43.07,699600,43.14,43.15,42.99,43.07,699600,0.0,1.0
GLD,2005-08-03 00:00:00+00:00,43.53,43.62,43.35,43.38,1545900,43.53,43.62,43.35,43.38,1545900,0.0,1.0
GLD,2005-08-04 00:00:00+00:00,43.68,43.82,43.63,43.68,867600,43.68,43.82,43.63,43.68,867600,0.0,1.0
GLD,2005-08-05 00:00:00+00:00,43.6,43.75,43.56,43.71,1100800,43.6,43.75,43.56,43.71,1100800,0.0,1.0
GLD,2005-08-08 00:00:00+00:00,43.35,43.55,43.27,43.52,1108500,43.35,43.55,43.27,43.52,1108500,0.0,1.0
GLD,2005-08-09 00:00:00+00:00,43.34,43.35,43.166,43.27,1305800,43.34,43.35,43.166,43.27,1305800,0.0,1.0
GLD,2005-08-10 00:00:00+00:00,43.65,43.66,43.45,43.5,695500,43.65,43.66,43.45,43.5,695500,0.0,1.0
GLD,2005-08-11 00:00:00+00:00,44.45,44.62,43.86,43.9,2187600,44.45,44.62,43.86,43.9,2187600,0.0,1.0
GLD,2005-08-12 00:00:00+00:00,44.49,44.72,44.43,44.49,2428500,44.49,44.72,44.43,44.49,2428500,0.0,1.0
GLD,2005-08-15 00:00:00+00:00,44.13,44.27,43.98,44.19,1524500,44.13,44.27,43.98,44.19,1524500,0.0,1.0
GLD,2005-08-16 00:00:00+00:00,44.55,44.57,44.05,44.06,1883000,44.55,44.57,44.05,44.06,1883000,0.0,1.0
GLD,2005-08-17 00:00:00+00:00,43.91,44.3,43.72,44.26,1990300,43.91,44.3,43.72,44.26,1990300,0.0,1.0
GLD,2005-08-18 00:00:00+00:00,43.83,44.14,43.82,43.94,1093500,43.83,44.14,43.82,43.94,1093500,0.0,1.0
GLD,2005-08-19 00:00:00+00:00,43.6,43.88,43.49,43.77,811800,43.6,43.88,43.49,43.77,811800,0.0,1.0
GLD,2005-08-22 00:00:00+00:00,43.7,43.95,43.66,43.84,877200,43.7,43.95,43.66,43.84,877200,0.0,1.0
GLD,2005-08-23 00:00:00+00:00,43.76,43.9,43.71,43.84,607700,43.76,43.9,43.71,43.84,607700,0.0,1.0
GLD,2005-08-24 00:00:00+00:00,43.59,43.96,43.41,43.94,894300,43.59,43.96,43.41,43.94,894300,0.0,1.0
GLD,2005-08-25 00:00:00+00:00,43.73,43.81,43.6,43.76,1652600,43.73,43.81,43.6,43.76,1652600,0.0,1.0
GLD,2005-08-26 00:00:00+00:00,43.61,43.9,43.51,43.78,1301700,43.61,43.9,43.51,43.78,1301700,0.0,1.0
GLD,2005-08-29 00:00:00+00:00,43.57,43.96,43.56,43.81,1585500,43.57,43.96,43.56,43.81,1585500,0.0,1.0
GLD,2005-08-30 00:00:00+00:00,43.01,43.07,42.81,42.96,2200400,43.01,43.07,42.81,42.96,2200400,0.0,1.0
GLD,2005-08-31 00:00:00+00:00,43.4,43.4,43.03,43.1,2416500,43.4,43.4,43.03,43.1,2416500,0.0,1.0
GLD,2005-09-01 00:00:00+00:00,44.22,44.4,43.85,43.93,2502900,44.22,44.4,43.85,43.93,2502900,0.0,1.0
GLD,2005-09-02 00:00:00+00:00,44.25,44.36,44.09,44.24,1414900,44.25,44.36,44.09,44.24,1414900,0.0,1.0
GLD,2005-09-06 00:00:00+00:00,44.27,44.42,44.19,44.42,819700,44.27,44.42,44.19,44.42,819700,0.0,1.0
GLD,2005-09-07 00:00:00+00:00,44.33,44.49,44.29,44.41,1300700,44.33,44.49,44.29,44.41,1300700,0.0,1.0
